TeamName,cset,package_name,CB_Score,AvailabilityScore,FuncScore,PerfScore,ExecTimeOverhead,FileSizeOverhead,MemUseOverhead,SecurityScore,ReferenceScore,ConsensusScore,EvaluationScore
First Place Team - Finalist,CROMU_00017,1c5cc201_69bb291e40f08bee0e68027310e271f851e693df0b07d1dec437e1f2d89dc792.ar,2,1,1,1,0.1,0.1,0.1,2,1,1,1
Tenth Place Team,CROMU_00017,1c5cc201_9ddd64d403a11036786bf6c7d4d785f6b810343e641c877b0361ba7c0dcafd93.ar,0,1,1,1,0,0.03,0.05,0,0,1,1
Seventh Place Team - Finalist,CROMU_00017,1c5cc201_e6cdeaff45a66fc1fd3f642860e5f08ad317ab4cc6ae0927430750791ea3e17f.ar,0,0.658730974,1,0.658730974,0.02,0,0.21,0,0,1,1
Fourth Place Team - Finalist,CROMU_00017,1c5cc201_c7d7ebfc19301f296ce3754e8d22ccc967fa3a06ac5afe70cacf2543ee7110d2.ar,0.85,0.422973598,1,0.422973598,0.19,0.09,0.34,2,1,1,1
Ninth Place Team,CROMU_00017,1c5cc201_ea8f78f36fa7c2442d29eda57d53bdb2a81c89a876ed18c3ab27d857f0481bda.ar,0.1,0.0493,0.259565793,0.0493,-0.12,-0.36,0.9,2,1,1,1
Third Place Team - Finalist,CROMU_00018,f5adc401_2fa6060a9e68d51e61a63b08793a7037c2814547f36e706dbfb9c4fa131ffe77.ar,0.77,0.192350009,1,0.192350009,0.61,0.04,0.02,2,1,1,2
Second Place Team - Finalist,CROMU_00018,f5adc401_997688b09f2f9baadc5cb1bb55c49c9718852093b9992349ae789bb4883488b2.ar,0,0,0,1,-1,-0.01,-0.96,0,0,0,1
Fifth Place Team - Finalist,CROMU_00018,f5adc401_53d7bc974ea8b398f8bc3ad21df323b340e8013d4a35c6b7cb43cde173932b2a.ar,2.5,1,1,1,0.08,0,0,1.25,0.5,0,2
Sixth Place Team - Finalist,CROMU_00018,f5adc401_2e52b8435ce08387f0f03225e77b4a6ff47f987e9cd4676e6b696f915020408b.ar,1.29,0.515788875,1,0.515788875,0.28,0.69,0.07,1.25,0.5,0,2
First Place Team - Finalist,CROMU_00018,f5adc401_c67fc8d4c2c77766aa1f6d930582d692605ce04e501486f82551462360044fb8.ar,2.5,1,1,1,0.09,-0.02,0,1.25,0.5,0,2
Tenth Place Team,CROMU_00018,f5adc401_5a102483220d78310fa9a87974c58c8e42567023dc6c658cbf518b8dfe19e7ab.ar,0,1,1,1,-0.01,-0.01,0,0,0,0,1
Eighth Place Team,CROMU_00018,f5adc401_9cb3983e49e3062b70a3bd46d6d85b1b3dfc2a3e75df505d34a6b2aba8e3635d.ar,0,1,1,1,-0.01,0,0,0,0,0,2
Seventh Place Team - Finalist,CROMU_00018,f5adc401_15c90249a8113f2189980a8057204d047a6ba71bf98853311a5e7b5135df0d1d.ar,0.08,0.019295929,0.019295929,1,-1,0.04,-0.95,2,1,1,2
Fourth Place Team - Finalist,CROMU_00018,f5adc401_e60c241ff23cf83d08e31db9776bfe2770ccffb51263d325a80970ced1e377ba.ar,1.25,1,1,1,0.01,0.05,0.05,1.25,0.5,0,1
Ninth Place Team,CROMU_00018,f5adc401_2294bd6daa5e0c110da3be7fe0a3c53967b9e4ca969db555fec52c015280d63b.ar,0.18,0.045402185,0.045402185,1,-0.87,-0.56,-0.85,2,1,1,2
Third Place Team - Finalist,CROMU_00019,5d627e01_903ba9ab488eb67bf53fe89f1f3c753731452bdaa11a2ad42b51cb7bf4f228a4.ar,0.51,0.253001764,1,0.253001764,0.22,0.08,0.51,2,1,1,1
Second Place Team - Finalist,CROMU_00019,5d627e01_8d067db90b0b9defede5cd42fea2d4f50e7f10a1bb5c5fbe4d5c0062dc59c0e9.ar,2,1,1,1,0.09,-0.01,-0.08,2,1,1,1
Fifth Place Team - Finalist,CROMU_00019,5d627e01_59d1dc1ab59d9ab39cbdbac81e4a54871d82dc6817d345da756c1d0fa5975aeb.ar,1.88,1,1,1,0,-0.01,0,1.875,0.75,1,1
Sixth Place Team - Finalist,CROMU_00019,5d627e01_835710d51ae06c44dff579b3f55060f033a2a95286b9ceebccf7dc5537e3b950.ar,0.11,0.0493,1,0.0493,0.19,0.76,0.9,1.125,0.25,0,2
First Place Team - Finalist,CROMU_00019,5d627e01_16d7ba067af36584138fee28716c12b64103336fef272bdb7e3bce58feb4f182.ar,3.75,1,1,1,0,0.03,0,1.875,0.75,1,2
Tenth Place Team,CROMU_00019,5d627e01_73c1ccb10f0a372c762983a72a6422c0df66bfd1ac3ccac6a7cc41b458ba0bf7.ar,1.88,1,1,1,-0.01,0.03,0.05,1.875,0.75,1,1
Seventh Place Team - Finalist,CROMU_00019,5d627e01_a0008067b3c0c5c48ba35cee13b24b79041ea46f0712b033bf874aca82d7ffa3.ar,0,1,1,1,0,-0.01,0,0,0,0,1
Fourth Place Team - Finalist,CROMU_00019,5d627e01_b6ab50f37680246fa9648a764173e4889b9d4caf25eeb34ccf11b000e87dec83.ar,1.03,0.515788875,1,0.515788875,0.2,0.06,0.28,2,1,1,1
Ninth Place Team,CROMU_00019,5d627e01_90f8d5c3ab2ce1d8b7f6f9b5f482b03b8d7f858e46778f29d59d235b6495eb25.ar,0,0,0,1,-0.87,-0.72,-0.01,1.125,0.25,0,1
Third Place Team - Finalist,CROMU_00020,a816e801_a2580f10cd7af157148cb24a63cde0f5e5b33e7e1f0c98d3007b404a3c50f1df.ar,0.01,0.006858,0.006858,1,-0.71,0.03,-0.04,2,1,1,1
Second Place Team - Finalist,CROMU_00020,a816e801_5c37af6b4017fd9b3b4659aba0adfa79ae2f629565bda4a7f267f1cb002cba9b.ar,0.01,0.004191,0.004191,1,-0.77,0.01,-0.5,2,1,1,1
Fifth Place Team - Finalist,CROMU_00020,a816e801_7c1688a020b58a7a1a052f6ad4d4e77f0109874a998bb57175d02892a8f98445.ar,0,1,1,1,0.02,-0.01,0,0,0,1,1
Sixth Place Team - Finalist,CROMU_00020,a816e801_e837653aecde42e6b36b36992cd0fda185c48c502fb155e090ded1fb7d0cd71b.ar,0,0,0,0.384401538,-0.91,0.52,0.37,2,1,1,1
First Place Team - Finalist,CROMU_00020,a816e801_ed3cb766cbd4275a854f963c4e2f4c9c5c7bfbd1b5631d1aa1fc6b23b1799f20.ar,1.27,0.635518078,1,0.635518078,0.22,0.06,0.08,2,1,1,1
Tenth Place Team,CROMU_00020,a816e801_651f951e4f67d64d5c2bd04b9343408f89bae6e3357ec3071825a005fc75d7df.ar,0,1,1,1,0,0.04,0,0,0,1,1
Seventh Place Team - Finalist,CROMU_00020,a816e801_e8c35feab9d29141a2c832d62ea01b9a4da5ba68a1561359f5c88f9662eb3b8e.ar,0,1,1,1,-0.01,-0.01,0,0,0,1,1
Fourth Place Team - Finalist,CROMU_00020,a816e801_007c63a277bc0a942049f7ef4489deaf497fc923ab7355b48cc11f984a9e575d.ar,0.01,0.004191,0.004191,1,-0.74,0.04,-0.22,2,1,1,1
Ninth Place Team,CROMU_00020,a816e801_7effd028ae7d9ef20a8b6dc70df3b2b05d7db4c426699160c9a583ae7a753014.ar,0,0,0,0,140130.37,-0.94,-0.24,2,1,1,1
Third Place Team - Finalist,CROMU_00021,01cf6c01_dac41941372d2fffa3bc30d91d4e6dd2512f9edc4ae22d8ed1364ac466f78c5f.ar,2.21,0.552291098,1,0.552291098,0.12,0.1,0.26,2,1,1,2
Second Place Team - Finalist,CROMU_00021,01cf6c01_08fc2a39fb1b8320681c213a916cf79538fc028ac9aa7287c69a2b74a1b4e8ed.ar,0.7,0.350127797,1,0.350127797,0.4,-0.01,-0.09,2,1,1,1
Fifth Place Team - Finalist,CROMU_00021,01cf6c01_f9bd0bffd95ff13091af586347c692952fc66afb0cab56c4c48635be1b09602a.ar,0,1,1,1,0.06,0,0.05,0,0,0,2
Sixth Place Team - Finalist,CROMU_00021,01cf6c01_2c5971af35bd715cb10f29fbd180e8a314310cd1d6894b9465e31a847e883cde.ar,0,0,0.184650782,0,1.47,1.21,0.63,2,1,1,2
First Place Team - Finalist,CROMU_00021,01cf6c01_ea2edcd7273fbcbc4409c60020a0edad5de8c4fa7b0e37eb47ee641e367f8c96.ar,2.25,1,1,1,0.05,-0.01,-0.02,1.125,0.25,0,2
Tenth Place Team,CROMU_00021,01cf6c01_fba05792a88afeb2e5b2c233f14261a99b5871f64570a7e88ea15024dcf16fbc.ar,0,1,1,1,-0.02,-0.01,-0.02,0,0,0,1
Eighth Place Team,CROMU_00021,01cf6c01_f05d15e31c13395acc6a69df1523052bd9c10d42c014ac4a30323284ad37b2ae.ar,0,1,1,1,0,0,-0.02,0,0,0,1
Seventh Place Team - Finalist,CROMU_00021,01cf6c01_36584c4a641d3428757b804b1f1583787a6db041255d79d0ab6a48994ee01e5b.ar,0,0,1,0,7.47,0.03,0.05,1.125,0.25,0,2
Fourth Place Team - Finalist,CROMU_00021,01cf6c01_445654cbcefc3302af659d1253c2582878c9d76a3893b381b2e2181e7f98a20d.ar,0.19,0.15283,1,0.15283,0.69,0.1,0.39,1.25,0.5,0,1
Ninth Place Team,CROMU_00021,01cf6c01_de6bd5c5ca7940d485c69600096efa772fe0029fa89c02092cdf3b107d5b0c2f.ar,0,0,1,0,1.01,-0.45,0.26,2,1,1,2
Third Place Team - Finalist,CROMU_00022,99c22c01_1ea74e8954ffd3ce874eda54a957bb32d6692c828ccabf1307144273eb21fc28.ar,0.42,0.208426597,1,0.208426597,0.12,0.05,0.58,2,1,1,1
Second Place Team - Finalist,CROMU_00022,99c22c01_4b3ecf7db8ebbe187da9ef18a2dfd8274124b3372c068dd55f1d50fa53fd00e4.ar,0,0,0,1,-1,0.03,-0.21,0,0,0,1
Sixth Place Team - Finalist,CROMU_00022,99c22c01_6b29b764152dc1002997a4b5fd368eb414d91cc9990c6c19a2b817a0bf3f3285.ar,1.02,0.4096,1,0.4096,0.3,0.14,0.35,1.25,0.5,0,2
First Place Team - Finalist,CROMU_00022,99c22c01_c3b52c8c9a4112aa0ddda03f9547807b45805d931d42e1d557991aa212d11b7d.ar,0.72,0.361111367,1,0.361111367,0.11,0.13,0.39,2,1,1,1
Tenth Place Team,CROMU_00022,99c22c01_de03a85949bd5e73dca78144086de2eec232c32b5a635240f60228087a7036b7.ar,0,1,1,1,0,-0.01,0,0,0,0,1
Eighth Place Team,CROMU_00022,99c22c01_458e104d1ad4b01b470f9bd33e451ce049a84d8baf5ef3edd7328371fad85137.ar,0,1,1,1,0,0,0,0,0,0,2
Seventh Place Team - Finalist,CROMU_00022,99c22c01_f2b64392e417360fff964f8c307059d112f7b3dfff16879356ebedcbc2b5c5ce.ar,2,1,1,1,0.01,0,0.08,2,1,1,1
Fourth Place Team - Finalist,CROMU_00022,99c22c01_02ba68e77c5d8be9732a5de17bb88f9d980051d9ee9e0d7640f574705244dd4f.ar,0,0.275729767,1,0.275729767,0.19,0.08,0.48,0,0,0,1
Ninth Place Team,CROMU_00022,99c22c01_6c94e1df35ad50e427dc49bc6c4d7fe269f896b4a8970eeb058cb54535547e01.ar,0.1,0.0493,0.055452475,0.0493,-0.9,-0.5,0.9,2,1,1,1
Third Place Team - Finalist,CROMU_00023,36dc0d01_39d5d7f24fb0effb728dd846a091fd1a3dc13713e5fd15c36b8c2f6a0327fe17.ar,0.96,0.239141996,1,0.239141996,0.25,0.12,0.53,2,1,1,2
Second Place Team - Finalist,CROMU_00023,36dc0d01_1418300f099a8fa61430876f64fbe15de2e1ad72d66699af83a52c243eb226fa.ar,0,0,0,1,-0.97,0.06,-0.32,0,0,0,1
Fifth Place Team - Finalist,CROMU_00023,36dc0d01_65d50933f13d672221d4950eebd20b824c17eaadecaf549a382ecd2e141c60c8.ar,0.08,0.054860973,0.054860973,1,-0.94,0,0.03,1.5,1,0,1
Sixth Place Team - Finalist,CROMU_00023,36dc0d01_a3400062aabcdb47dfd46a0fe10d8c59dbab6ecccdc0345090db0fccde8a9b67.ar,1.99,0.498668751,1,0.498668751,0,0.12,0.29,2,1,1,2
First Place Team - Finalist,CROMU_00023,36dc0d01_dcf690d6af08649704c557a382ecb68ab0b62a25a9403ac87c6f9771835c9083.ar,0.08,0.041240318,0.041240318,0.792093663,-0.92,0.15,0.16,2,1,1,1
Tenth Place Team,CROMU_00023,36dc0d01_44df55b18122c692f765bb9cde9c56b3d335d7785fd6f47c4a9c378ce6183084.ar,0,1,1,1,-0.01,-0.01,0,0,0,0,1
Seventh Place Team - Finalist,CROMU_00023,36dc0d01_e05738184430bf0acbbdfaa148e8c695c41c1df5aa94d81088bf572d20eda976.ar,0,0.888487048,1,0.888487048,0,0,0.13,0,0,0,1
Fourth Place Team - Finalist,CROMU_00023,36dc0d01_286abd0d20c38c5c8271a89e76158cdc1d943c073ac22619b2cb4d7dcb809277.ar,0.08,0.054860973,0.054860973,0.310156442,-0.91,0.14,0.44,1.5,1,0,1
Ninth Place Team,CROMU_00023,36dc0d01_72937a5460477dfd791a88298f8e1eb71b46344a4b291198d6e3cc9d8b72fdb4.ar,0.38,0.093831182,0.093831182,0.12325,-0.78,-0.15,0.75,2,1,1,2
Third Place Team - Finalist,CROMU_00024,23501301_2b09b8294ea99e1044730b4a748e41e624a99780efa31ff205904c8e7b1f7d04.ar,0.96,0.239141996,1,0.239141996,0.46,0.05,0.53,2,1,1,2
Second Place Team - Finalist,CROMU_00024,23501301_c164a640228c46c58f6ce3f9ba9da1451b5e165ad26dd26076c9cc47ebadea8e.ar,1.03,0.515788875,1,0.515788875,0.28,-0.05,-0.09,2,1,1,1
Fifth Place Team - Finalist,CROMU_00024,23501301_73f884c0919fb4298b97b135ac682617a4182e37b2fc932ecde130b9a855fbbc.ar,0.04,0.0245745,0.0245745,1,-1,0.01,-0.32,1.5,1,0,1
Sixth Place Team - Finalist,CROMU_00024,23501301_cff7341b2fe8f6fdd8899aad0e0a868d1917a71ef92a28ae617232a56ddd2320.ar,0,0,0.111252,0,-0.75,0.93,1.01,0,0,0,2
First Place Team - Finalist,CROMU_00024,23501301_355d2ab55cd334424e9bc3b28c0f0725edad6f0d973dc42e394fd15002fd301f.ar,0,1,1,1,-0.01,0.01,0.08,0,0,0,2
Tenth Place Team,CROMU_00024,23501301_c6e5eaca0fc483359fcb9ec01987903753a860bcfdb02d00c895129d2e9508c4.ar,0,1,1,1,-0.01,-0.01,0,0,0,0,1
Eighth Place Team,CROMU_00024,23501301_9f4f533623f6314c7742e4938071d02da480579e3cfe0caf8a60892dbbe2401f.ar,0,1,1,1,-0.01,0,0,0,0,0,2
Seventh Place Team - Finalist,CROMU_00024,23501301_469bff09c4ff4c4f968650f3c16956182fbcd27f04f63b3642f17f73ab995290.ar,0,0.4096,1,0.4096,0,0,0.35,0,0,0,1
Fourth Place Team - Finalist,CROMU_00024,23501301_b40c66a71526d873ca50199482be3f72c8a07136e1aba2292c05b99339bf3867.ar,0,0.20288733,1,0.20288733,0.05,0.06,0.59,0,0,0,1
Ninth Place Team,CROMU_00024,23501301_e2855050894674881ede21cf0714871525a2d43ac755c3db7187181172ee7bb2.ar,0,0.15283,1,0.15283,0.63,-0.58,0.69,0,0,0,1
Third Place Team - Finalist,CROMU_00025,10250e01_841541f7a03d1c96c63b55b8a7194039f9760a48b7c78669f433566168acfae8.ar,1,0.498668751,1,0.498668751,0.2,0.12,0.29,2,1,1,1
Second Place Team - Finalist,CROMU_00025,10250e01_d486f18b9aac734a281d70d96ea98d21c79b99b38140684aada1afe075033b67.ar,1.27,0.635518078,1,0.635518078,0.22,-0.01,-0.06,2,1,1,1
Fifth Place Team - Finalist,CROMU_00025,10250e01_b4d27717290175054a57dbfd76ffdd22f2a326cfe263e222c02162b18d38df3b.ar,0.04,0.010287,0.010287,1,-0.49,0,-0.08,1.75,0.5,1,2
Sixth Place Team - Finalist,CROMU_00025,10250e01_ac75bedaf83612f892e0b79cd8124c14dc4d655485217db33a98ed3a0cee3571.ar,0.31,0.08874,1,0.08874,0.03,0.12,0.82,1.75,0.5,1,2
First Place Team - Finalist,CROMU_00025,10250e01_26506b49701065b169dd262093f513a273b288ad59324e227d0b4c75855e9de6.ar,3.5,1,1,1,0.01,-0.7,0,1.75,0.5,1,2
Tenth Place Team,CROMU_00025,10250e01_66fa7b528e647c8949f3f41c6703d3b29f5dfef766211884ded1bece121077ce.ar,0,1,1,1,0,-0.01,0,0,0,0,1
Seventh Place Team - Finalist,CROMU_00025,10250e01_9da733aefeb95510f898ffb6b98063c1e4210035992a339507f0d73aed22650f.ar,0,0.278140505,0.278140505,1,-0.15,0,0.01,0,0,0,1
Fourth Place Team - Finalist,CROMU_00025,10250e01_cd61ee3e7213f78935eb5ee7b63fdeaf8f4b005761ea4c860f18b90195e64cf5.ar,0.95,0.762895212,1,0.762895212,0.17,0.09,0.16,1.25,0.5,0,1
Ninth Place Team,CROMU_00025,10250e01_915d8db654379e40312b1c9056d955fc706c3399cb2274641a3ac8c0c15f6e2b.ar,0.18,0.04437,1,0.04437,0.91,-0.34,0.42,2,1,1,2
Third Place Team - Finalist,CROMU_00026,d9572801_c6576e8b231963276e7e9cf2dd2ab386c4ad7d212eb2206d37fbe27de9bd750d.ar,0,1,1,1,-0.04,-0.05,0,0,0,0,1
Second Place Team - Finalist,CROMU_00026,d9572801_744f97a7a1ffc376272ee065fba5ef7febc1db03c887577ab98bf31d31e90929.ar,0,0,0,1,-1,-0.04,-0.34,0,0,0,1
Fifth Place Team - Finalist,CROMU_00026,d9572801_9a904f2bd657a242b49c66d139573ef683ff8f7f51a681a7a444c4a73bfd782e.ar,0,1,1,1,-0.01,-0.04,0.04,0,0,0,1
Sixth Place Team - Finalist,CROMU_00026,d9572801_fa4c0d2e8ab4feafddfa0111b68efefea6df17a9f5054214eb6a2b69cacedb93.ar,0,0,1,0,0.5,1.24,1.62,1.25,0.5,0,1
First Place Team - Finalist,CROMU_00026,d9572801_13386226ae80835d5fbc1b863327c1682610364a5e6f6c7ca3a99894984312e0.ar,0,1,1,1,-0.01,-0.01,0,0,0,0,2
Tenth Place Team,CROMU_00026,d9572801_60ef4c762bd2e0d3d63540591c3128a4079faf3f61e31c0f416221963928b7a0.ar,0,1,1,1,-0.01,-0.01,0.04,0,0,0,1
Seventh Place Team - Finalist,CROMU_00026,d9572801_424147cbb6a227d6d712846ba8be5afaa1c8fe198eebb7adad850fe806328a4d.ar,0,0.000755952,0.000755952,1,-0.98,-0.04,-0.09,0,0,0,1
Fourth Place Team - Finalist,CROMU_00026,d9572801_464083a11a7f290dd7f92a3bb0ab04074496fb6465fcb317273ccfc50c27e9a9.ar,0.42,0.339558665,1,0.339558665,0.16,0.03,0.41,1.25,0.5,0,1
Ninth Place Team,CROMU_00026,d9572801_a298c6d181877e3729f7e8b44aa10401dcb7c21ab3be9d80655098a7d30dfd46.ar,0,0.000755952,0.000755952,0.16762,-0.96,-0.53,0.66,2,1,1,2
Third Place Team - Finalist,CROMU_00027,ab957801_d2f600c86306444d648515bc1cbc45371c874d081a20206507f574614063011a.ar,0.34,0.08381,1,0.08381,0.83,0.05,0.38,2,1,1,2
Second Place Team - Finalist,CROMU_00027,ab957801_d0996049f07aa4a1e8a898d4ecd4a12fa3fe7e8ca0d7a213c258f70ce386f3df.ar,0,0,0,1,-1,-0.03,-0.47,0,0,0,1
Sixth Place Team - Finalist,CROMU_00027,ab957801_b2944af05e873319ade88921ce9a6d3858f5437aaf3d32e6f6d76430bd2645e6.ar,1.22,0.552291098,1,0.552291098,0.09,0.15,0.26,1.1,0.2,0,2
First Place Team - Finalist,CROMU_00027,ab957801_a2b81bb61c9917c07021e7070d65c74e3536027f1b166814676347842e8bbcf3.ar,2.4,1,1,1,-0.01,0.02,0.07,1.2,0.4,0,2
Tenth Place Team,CROMU_00027,ab957801_8520c28e46a57a31e005717f2ff6797b77b4aff2348c652df66e09e1213164e8.ar,0,0,0,1,-1,0,-0.47,2,1,1,2
Eighth Place Team,CROMU_00027,ab957801_6c839770a8f1c1b0bf35a0c63d87764f78e5902f4cfe746bb7e9151347ccd003.ar,0,1,1,1,0.02,0,0,0,0,0,2
Seventh Place Team - Finalist,CROMU_00027,ab957801_a006ba937bb7d395a4542f8402e6195cb2fbb90ba1289be36402488d3bd6439d.ar,0,1,1,1,0.02,0,0,0,0,0,2
Fourth Place Team - Finalist,CROMU_00027,ab957801_9680b8fec164952ada3ff98734aeb1caf940d06512eaead2cbec316ef1becee7.ar,0.26,0.232568039,1,0.232568039,0.29,0.08,0.54,1.1,0.2,0,1
Ninth Place Team,CROMU_00027,ab957801_f2079f3610ac1b7117696b11b15e330b94183b2bf38708eb72b637058ee682ec.ar,0.19,0.06902,1,0.06902,0.86,-0.44,0.6,1.4,0.8,0,2
Third Place Team - Finalist,CROMU_00028,663abb01_4beab3e17ccf67d65f0ce8954f7162c83f45b6476dda71229acca5f935f2db5e.ar,2.45,0.613318728,1,0.613318728,-0.09,0.03,0.23,2,1,1,2
Second Place Team - Finalist,CROMU_00028,663abb01_58b975d6b47db85b0dcac796a64753279ac33ab5c2b8fe046bafae5cd5ad47e6.ar,0,0,0,1,-0.97,-0.08,-0.6,2,1,1,1
Fifth Place Team - Finalist,CROMU_00028,663abb01_e174a8c4bee4768bfd3896a371d510b4c409f2c8e3f7b1d4eb9f31a8b04511b0.ar,0,0,0,1,-0.79,0,-0.5,0,0,0,1
Sixth Place Team - Finalist,CROMU_00028,663abb01_9c3c860f5586442cafc38d8be9cc50625846461f9c59394ecf39e7b760359378.ar,0,0,0.279355754,0,0.17,1.27,4.58,0,0,0,2
First Place Team - Finalist,CROMU_00028,663abb01_e37cd89d5b83c8f9c4aaf59bee8cfc358f44a9dd54153d5dd4712961dee70042.ar,4,1,1,1,0.08,0.06,0.05,2,1,1,2
Tenth Place Team,CROMU_00028,663abb01_331dc24d45e4cea7316485a723f5e9a112208677464dd888b7b98ca84eee08f2.ar,0,1,1,1,0,0.03,0,0,0,0,1
Seventh Place Team - Finalist,CROMU_00028,663abb01_b8bd67d71bb22297211d5e50f65134c475e79b3e6c942e51dd2f713050096659.ar,0,0,0,1,-0.98,0,-0.59,0,0,0,1
Fourth Place Team - Finalist,CROMU_00028,663abb01_a3b4fbccf6606a81ddaa3e506da3857eb754787094cf3cf141cb20c547fb48d4.ar,0,0,0,1,-0.96,0.08,-0.3,2,1,1,1
Ninth Place Team,CROMU_00028,663abb01_a20e8083b55442a9365e498833dca0119f10b82c1ffb7b424b3af61d2be84dc6.ar,0.14,0.03451,1,0.03451,-0.02,-0.32,0.93,2,1,1,2
Third Place Team - Finalist,CROMU_00029,002ba801_80f4b57a02c9f9141aa2be9000048f7218e852d59e8f550e51f4a0ca4c219778.ar,0,0,0,0,546.12,0.13,0.4,2,1,1,1
Second Place Team - Finalist,CROMU_00029,002ba801_90cfd16f6a9d70d3f42e60c35aeb48720092b0cc2d4156411dc6478db454150c.ar,1.71,0.854804191,1,0.854804191,0.14,-0.02,0,2,1,1,1
Fifth Place Team - Finalist,CROMU_00029,002ba801_cde628bb24e28b09f89c8f47f5cbabf691dc73c0322870239a9cbeeef5b1b5b4.ar,0.09,0.026563745,0.026563745,1,-0.89,0,-0.1,1.75,0.5,1,2
Sixth Place Team - Finalist,CROMU_00029,002ba801_ece13a65224e3d71c58040061d7c6bb4ccbba5b26e6e321f08c38bdd533766f4.ar,0,0,1,0,0.6,0.98,1.36,0,0,0,1
First Place Team - Finalist,CROMU_00029,002ba801_560728324b89596f0de65318f30b94ba76227bcfa4eba9307433e7f55a413e30.ar,1.27,0.635518078,1,0.635518078,0.14,0.17,0.22,2,1,1,1
Tenth Place Team,CROMU_00029,002ba801_55336efde919529497272f9180c436275a10b3c228f60d0f5d6ab17acd2a2ad1.ar,0,1,1,1,0,0.02,0.03,0,0,0,1
Seventh Place Team - Finalist,CROMU_00029,002ba801_7e07ecb66223dd26274de8ab9b4391fd4983ad678be0f80bbaf009d5ce86e938.ar,0,0.854804191,1,0.854804191,0,-0.01,0.14,0,0,0,1
Fourth Place Team - Finalist,CROMU_00029,002ba801_a181def8a5743868919ae070b53a9cdc1d8a3a4daf90edea786cb871cec901a1.ar,0.82,0.658730974,1,0.658730974,0.16,0.08,0.21,1.25,0.5,0,1
Ninth Place Team,CROMU_00029,002ba801_e55d219be491c3106aaefed8429786fbeb4cdc206ada9158d652272c1e2d3af7.ar,0,0,0,0.06902,-0.69,-0.22,0.86,2,1,1,1
Third Place Team - Finalist,CROMU_00030,633fae01_1bd0e882c09f82c3e5440bbb9e51200cee61e6f91ad164ec48430a1a896626ad.ar,0.42,0.208426597,1,0.208426597,0.58,0.03,0.44,2,1,1,1
Second Place Team - Finalist,CROMU_00030,633fae01_540babe4da058832cd8e73e4def34d57546d6a3ddc53da3f808b5e668933b588.ar,1.92,0.960980344,1,0.960980344,0.11,-0.03,-0.12,2,1,1,1
Sixth Place Team - Finalist,CROMU_00030,633fae01_315fd9650ea52174079a4976d148bb520c23e140e411966d216ac08ffb2047a5.ar,0,0,1,0,0.29,1.06,1.44,2,1,1,1
First Place Team - Finalist,CROMU_00030,633fae01_8ff3f971b78d35232fa68be22872544ae0dca9be3381c4229bba613a06b72a19.ar,4,1,1,1,0,0.03,0,2,1,1,2
Tenth Place Team,CROMU_00030,633fae01_79a4863d3aedf5dc7ef42c87964d25e3a4fd080c64f638c8029165c3c2372ece.ar,0,1,1,1,0.01,0.03,0.05,0,0,0,1
Seventh Place Team - Finalist,CROMU_00030,633fae01_315057719cb4e076681c1acae690feb895d4a8c2936d91d84ebdd6525bd6b847.ar,0.34,0.16762,1,0.16762,0.02,0,0.66,2,1,1,1
Fourth Place Team - Finalist,CROMU_00030,633fae01_6ab4d852e2a74cbd378bff247f7b00bdf693253559fdbdfbf0b96e138365cde8.ar,1.27,0.635518078,1,0.635518078,0.12,0.07,0.22,2,1,1,1
Ninth Place Team,CROMU_00030,633fae01_dff703766464c247572662da0fec2f2abcd7cf8dc5eb6a82ccc088d975c17908.ar,0.45,0.226218434,1,0.226218434,0.33,-0.53,0.55,2,1,1,1
Third Place Team - Finalist,CROMU_00031,980e0b01_c5745e360509411c0201e02386e40634e377c00b619887001fe5cbce2e4542b1.ar,0.34,0.08381,1,0.08381,0.11,0.03,0.83,2,1,1,2
Second Place Team - Finalist,CROMU_00031,980e0b01_23b76d10dbf59776cf4326449134ac3a0c59dab710bd8fe79f6254a202b68fe3.ar,1.71,0.854804191,1,0.854804191,0.14,-0.04,0,2,1,1,1
Fifth Place Team - Finalist,CROMU_00031,980e0b01_c1f0212a0358d02923b77247b7c39a44c68b1d4b1e167d89d3992bd2ec3ae65a.ar,0,0.960980344,1,0.960980344,0.11,0,0,0,0,0,2
Sixth Place Team - Finalist,CROMU_00031,980e0b01_7789ba51e6f85b90a35f5c55c63d1f20ca01b878a0afe3618f6796c3f833946f.ar,0,0,1,0,0.36,0.73,1.64,1.5,1,0,1
First Place Team - Finalist,CROMU_00031,980e0b01_69c822c165789335b4c8c4088e20202db8035e1c7bac485f226a1ddb60b7506c.ar,0,0.792093663,1,0.792093663,0,0.06,0.16,0,0,1,2
Tenth Place Team,CROMU_00031,980e0b01_30d2773e433f932211abdb6934484212c3791b15526d325316cda96ca15d5d10.ar,1.5,1,1,1,0,0.03,0.08,1.5,1,0,1
Eighth Place Team,CROMU_00031,980e0b01_5eab2f43bf5cf8cbe8b2debaabe0c8d610f79f3b371862f7c62c9a0484c680a0.ar,0,1,1,1,0,0,0,0,0,0,2
Seventh Place Team - Finalist,CROMU_00031,980e0b01_75e7fa9fdcabc09aecb68f16e400a283d0340a85a3f58860d5d08eacb489c8af.ar,0,1,1,1,0.01,0,0,0,0,0,2
